"","X1.x","yearID.x","playerID","teamID","lgID.x.x","G_all.x","GS.x.x","G_batting.x","G_defense.x","G_p.x","G_c.x","G_1b.x","G_2b.x","G_3b.x","G_ss.x","G_lf.x","G_cf.x","G_rf.x","G_of.x","G_dh.x","G_ph.x","G_pr.x","stint.x.x","G.x.x","AB.x","R.x","H.x","2B.x","3B.x","HR.x","RBI.x","SB.x.x","CS.x.x","BB.x","SO.x","IBB.x","HBP.x","SH.x","SF.x","GIDP.x","BA.x","1B.x","OPS.x","BAClass.x","OPSClass.x","X1.y","yearID.y","lgID.x.y","G_all.y","GS.x.y","G_batting.y","G_defense.y","G_p.y","G_c.y","G_1b.y","G_2b.y","G_3b.y","G_ss.y","G_lf.y","G_cf.y","G_rf.y","G_of.y","G_dh.y","G_ph.y","G_pr.y","stint.x.y","G.x.y","AB.y","R.y","H.y","2B.y","3B.y","HR.y","RBI.y","SB.x.y","CS.x.y","BB.y","SO.y","IBB.y","HBP.y","SH.y","SF.y","GIDP.y","BA.y","1B.y","OPS.y","BAClass.y","OPSClass.y"
"11",29239,2012,"amarial01","SDN","NL",105,64,105,86,0,0,0,52,1,12,27,11,4,34,0,26,3,2,105,275,35,66,15,5,5,32,8,4,17,42,1,0,6,2,2,0.24,41,0.667767470624614,"AvgPoor","AvgPoor",29929,2013,"NL",146,84,146,131,0,0,0,23,9,13,11,87,0,95,0,30,4,1,146,368,35,87,14,4,5,32,4,2,22,57,1,2,3,1,7,0.236413043478261,64,0.619399269830734,"AvgPoor","AvgPoor"
"12",29240,2012,"anderbr05","SLN","NL",10,2,10,3,0,2,1,0,0,0,0,0,0,0,0,7,0,1,10,12,2,3,1,0,0,0,1,0,1,6,0,1,0,0,0,0.25,2,0.69047619047619,"AvgPoor","AvgPoor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",29241,2012,"anderla03","BOS","AL",6,1,6,6,0,0,2,0,0,0,4,0,0,4,0,3,0,1,6,8,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0.125,1,0.288888888888889,"AvgPoor","AvgPoor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",29242,2012,"andinro01","BAL","AL",127,107,127,126,0,0,0,108,15,2,1,1,0,2,0,6,4,1,127,384,41,81,13,1,7,28,5,5,37,100,0,2,7,1,13,0.2109375,60,0.587706367924528,"AvgPoor","AvgPoor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",29243,2012,"andruel01","TEX","AL",158,154,158,153,0,0,0,0,0,153,0,0,0,0,4,2,0,1,158,629,85,180,31,9,3,62,21,10,57,96,0,5,17,3,15,0.286168521462639,137,0.727081548407197,"Good","AvgPoor",29932,2013,"AL",156,155,156,146,0,0,0,0,0,146,0,0,0,0,10,1,0,1,156,620,91,168,17,4,4,67,42,8,52,97,1,4,16,6,19,0.270967741935484,143,0.659090909090909,"AvgPoor","AvgPoor"
"16",29244,2012,"ankieri01","WAS","NL",68,37,68,62,0,0,0,0,0,0,0,62,0,62,0,13,0,1,68,158,15,36,10,2,5,15,1,3,12,59,3,0,1,0,3,0.227848101265823,19,0.693745346239762,"AvgPoor","AvgPoor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",29245,2012,"aokino01","MIL","NL",151,119,151,133,0,0,0,0,0,0,13,19,107,133,0,24,0,1,151,520,81,150,37,4,10,50,30,8,43,55,1,13,7,5,6,0.288461538461538,99,0.787253409241361,"Good","AvgPoor",29935,2013,"NL",155,146,155,149,0,0,0,0,0,0,0,2,149,149,0,7,1,1,155,597,80,171,20,3,8,37,20,12,55,40,1,11,8,3,9,0.28643216080402,140,0.726040110462221,"Good","AvgPoor"
"18",29246,2012,"arencjp01","TOR","AL",102,94,102,94,0,94,0,0,0,0,0,0,0,0,4,5,0,1,102,347,45,81,16,0,18,56,1,0,18,108,1,3,1,3,4,0.23342939481268,47,0.710091115996178,"AvgPoor","AvgPoor",29938,2013,"AL",138,118,138,131,0,131,0,0,0,0,0,0,0,0,3,16,0,1,138,474,45,92,18,0,21,55,0,2,18,148,0,3,0,2,8,0.194092827004219,53,0.59234308806425,"AvgPoor","AvgPoor"
"19",29247,2012,"ariasjo01","SFN","NL",112,79,112,108,0,0,0,4,74,50,0,0,0,0,0,14,2,1,112,319,30,86,13,5,5,34,5,1,13,44,4,5,2,5,12,0.269592476489028,63,0.692808300793782,"AvgPoor","AvgPoor",29939,2013,"NL",102,47,102,88,0,0,6,13,55,24,0,0,0,0,0,24,3,1,102,225,17,61,9,2,1,19,1,0,4,33,1,1,4,2,4,0.271111111111111,49,0.626704980842912,"AvgPoor","AvgPoor"
"20",29248,2012,"averyxa01","BAL","AL",32,23,32,28,0,0,0,0,0,0,27,1,0,28,2,2,4,1,32,94,14,21,6,1,1,6,6,3,11,23,0,0,2,0,2,0.223404255319149,13,0.645187436676798,"AvgPoor","AvgPoor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",29249,2012,"avilaal01","DET","AL",116,107,116,113,0,113,0,0,0,0,0,0,0,0,0,8,0,1,116,367,42,89,21,2,9,48,2,0,61,104,2,2,2,2,12,0.242506811989101,57,0.736048037137955,"AvgPoor","AvgPoor",29941,2013,"AL",102,96,102,98,0,98,0,0,0,0,0,0,0,0,0,4,0,1,102,330,39,75,14,1,11,47,0,0,44,112,0,1,1,3,10,0.227272727272727,49,0.693217893217893,"AvgPoor","AvgPoor"
"22",29250,2012,"avilemi01","BOS","AL",136,130,136,130,0,0,0,2,1,128,0,0,0,0,5,1,2,1,136,512,57,128,28,0,13,60,14,6,23,77,0,2,3,6,6,0.25,87,0.662627330801105,"AvgPoor","AvgPoor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",29251,2012,"aybarer01","LAA","AL",141,137,141,139,0,0,0,0,0,139,0,0,0,0,0,3,0,1,141,517,67,150,31,5,8,45,20,4,22,61,1,5,7,2,11,0.290135396518375,106,0.740036559185495,"Good","AvgPoor",29943,2013,"AL",138,138,138,138,0,0,0,0,0,138,0,0,0,0,0,0,0,1,138,550,68,149,33,5,6,54,12,7,23,59,1,3,8,5,14,0.270909090909091,105,0.68302300109529,"AvgPoor","AvgPoor"
"24",29252,2012,"bakerje03","ATL","NL",14,3,14,4,0,0,0,1,0,0,3,0,1,4,0,10,1,3,14,19,1,2,0,0,0,1,0,0,1,10,1,0,0,0,0,0.1,2,0.288888888888889,"AvgPoor","AvgPoor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",29253,2012,"bakerje03","CHN","NL",54,34,54,39,0,0,20,8,0,0,1,0,14,15,0,17,1,1,54,134,16,36,10,1,4,20,4,1,8,28,0,0,0,2,4,0.26865671641791,21,0.753316749585406,"AvgPoor","AvgPoor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",29254,2012,"bakerje03","DET","AL",15,11,15,15,0,0,0,0,4,0,1,0,11,12,0,3,0,2,15,35,1,7,2,0,0,4,0,0,2,10,0,0,0,0,3,0.2,5,0.5003861003861,"AvgPoor","AvgPoor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",29255,2012,"bakerjo01","SDN","NL",63,52,63,56,0,56,0,0,0,0,0,0,0,0,0,9,0,1,63,193,17,46,8,0,0,14,2,1,20,41,2,0,1,0,4,0.238341968911917,38,0.589651901043567,"AvgPoor","AvgPoor",29945,2013,"NL",16,12,16,14,0,14,0,0,0,0,0,0,0,0,0,3,0,1,16,40,0,6,0,0,0,2,0,0,6,12,0,0,0,0,4,0.15,6,0.410869565217391,"AvgPoor","AvgPoor"
"28",29256,2012,"barajro01","PIT","NL",104,98,104,99,0,99,1,0,0,0,0,0,0,0,0,6,0,1,104,321,29,66,11,0,11,31,0,0,29,69,5,7,0,4,4,0.205607476635514,44,0.62522760418015,"AvgPoor","AvgPoor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",29257,2012,"barmecl01","PIT","NL",144,135,144,143,0,0,1,0,0,142,0,0,0,0,0,2,1,1,144,455,34,104,16,1,8,45,0,2,20,106,3,8,8,2,9,0.228571428571429,79,0.593044069332729,"AvgPoor","AvgPoor",29947,2013,"NL",108,91,108,106,0,0,0,0,0,106,0,0,0,0,0,4,0,1,108,304,22,64,15,0,5,23,0,0,14,70,3,2,9,1,5,0.210526315789474,44,0.558431710116413,"AvgPoor","AvgPoor"
"30",29258,2012,"barnebr02","HOU","NL",43,24,43,37,0,0,0,0,0,0,1,32,5,37,0,9,0,1,43,98,8,20,3,0,1,7,1,1,5,29,0,1,1,0,1,0.204081632653061,16,0.51530612244898,"AvgPoor","AvgPoor",29948,2013,"AL",136,115,136,134,0,0,0,0,0,0,8,116,13,134,0,5,6,1,136,408,46,98,17,1,8,41,11,11,21,127,0,8,6,2,5,0.240196078431373,72,0.634882084952432,"AvgPoor","AvgPoor"
"31",29259,2012,"barneda01","CHN","NL",156,147,156,155,0,0,0,155,0,3,0,0,0,0,0,4,1,1,156,548,73,139,26,4,7,44,6,1,33,58,1,3,3,1,11,0.253649635036496,102,0.653159897685445,"AvgPoor","AvgPoor",29949,2013,"NL",141,139,141,141,0,0,0,141,0,0,0,0,0,0,0,1,0,1,141,501,49,104,25,1,7,41,4,2,36,64,5,6,4,6,22,0.207584830339321,71,0.569331282789612,"AvgPoor","AvgPoor"
"32",29260,2012,"bartlja01","SDN","NL",29,26,29,27,0,0,0,0,0,27,0,0,0,0,0,1,1,1,29,83,8,11,5,0,0,4,0,0,12,27,0,0,2,1,6,0.132530120481928,6,0.432354417670683,"AvgPoor","AvgPoor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",29261,2012,"bartoda02","OAK","AL",46,33,46,43,0,0,43,0,0,0,0,0,0,0,0,5,0,1,46,113,8,23,7,0,1,6,1,0,22,32,0,1,0,0,1,0.20353982300885,15,0.630270692347736,"AvgPoor","AvgPoor",29950,2013,"AL",37,30,37,36,0,0,36,0,0,0,0,0,0,0,0,2,1,1,37,104,15,28,2,0,3,16,0,0,13,18,0,1,0,2,1,0.269230769230769,23,0.725,"AvgPoor","AvgPoor"
"34",29262,2012,"bautijo02","TOR","AL",92,92,92,90,0,0,4,0,1,0,0,0,90,90,2,0,0,1,92,332,64,80,14,0,27,65,5,2,59,63,2,4,0,4,11,0.240963855421687,39,0.885504423709877,"AvgPoor","Good",29951,2013,"AL",118,118,118,111,0,0,1,0,3,0,0,0,109,109,7,0,0,1,118,452,82,117,24,0,28,73,7,2,69,84,2,3,0,4,13,0.258849557522124,65,0.855742156074014,"AvgPoor","Good"
"35",29263,2012,"baxtemi01","NYN","NL",89,45,89,63,0,0,0,0,0,0,18,1,45,63,1,35,1,1,89,179,26,47,14,2,3,17,5,3,25,45,4,5,0,2,0,0.262569832402235,28,0.778336731181657,"AvgPoor","AvgPoor",29952,2013,"NL",74,28,74,46,0,0,0,0,0,0,17,0,30,46,0,36,0,1,74,132,14,25,6,1,0,4,5,2,17,28,0,5,0,1,1,0.189393939393939,18,0.553225806451613,"AvgPoor","AvgPoor"
"36",29264,2012,"bayja01","NYN","NL",70,54,70,65,0,0,0,0,0,0,65,0,0,65,0,7,2,1,70,194,21,32,2,0,8,20,5,1,19,58,0,0,0,2,3,0.164948453608247,22,0.53617837449053,"AvgPoor","AvgPoor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",29265,2012,"beckhgo01","CHA","AL",151,148,151,149,0,0,0,149,0,0,0,0,0,0,1,1,2,1,151,525,62,123,24,0,16,60,5,4,40,89,0,7,8,2,10,0.234285714285714,83,0.667595818815331,"AvgPoor","AvgPoor",29954,2013,"AL",103,100,103,103,0,0,0,103,0,2,0,0,0,0,0,1,1,1,103,371,46,99,22,1,5,24,5,1,28,56,2,4,1,4,10,0.266846361185984,71,0.693834976853845,"AvgPoor","AvgPoor"
"38",29266,2012,"belljo01","ARI","NL",21,12,21,12,0,0,0,0,12,0,0,0,0,0,0,9,0,1,21,52,3,9,2,0,1,4,0,0,4,14,1,0,0,0,3,0.173076923076923,6,0.501373626373626,"AvgPoor","AvgPoor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",29267,2012,"beltbr01","SFN","NL",145,106,145,140,0,0,139,0,0,0,4,0,0,4,0,14,3,1,145,411,47,113,27,6,7,56,12,2,54,106,5,3,0,4,2,0.274939172749392,73,0.781094065734669,"AvgPoor","AvgPoor",29956,2013,"NL",150,132,150,143,0,0,143,0,0,0,0,0,0,0,0,12,0,1,150,509,76,147,39,4,17,67,5,2,52,125,4,6,1,3,4,0.288801571709234,87,0.840985075655741,"Good","Good"
"40",29268,2012,"beltrad01","TEX","AL",156,152,156,129,0,0,0,0,129,0,0,0,0,0,23,4,0,1,156,604,95,194,33,2,36,102,1,0,36,82,8,5,0,9,8,0.321192052980132,123,0.920585495271078,"Good","Good",29957,2013,"AL",161,161,161,146,0,0,0,0,146,0,0,0,0,0,15,0,0,1,161,631,88,199,32,0,30,92,1,0,50,78,12,7,0,2,17,0.315372424722662,137,0.879730816049978,"Good","Good"
"41",29269,2012,"beltrca01","SLN","NL",151,135,151,133,0,0,0,0,0,0,0,9,132,133,3,15,0,1,151,547,83,147,26,1,32,97,13,6,65,124,15,2,1,4,9,0.268738574040219,88,0.841707933239855,"AvgPoor","Good",29958,2013,"NL",145,138,145,137,0,0,0,0,0,0,0,0,137,137,3,6,0,1,145,554,79,164,30,3,24,84,2,1,38,90,1,1,1,6,12,0.296028880866426,107,0.829872892847887,"Good","Good"
"42",29270,2012,"berkmla01","SLN","NL",32,22,32,23,0,0,23,0,0,0,0,0,0,0,0,10,0,1,32,81,12,21,7,1,2,7,2,0,14,19,3,2,0,0,3,0.259259259259259,11,0.825887743413517,"AvgPoor","Good",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",29271,2012,"bernaro01","WAS","NL",129,48,129,94,0,0,0,0,0,0,57,37,7,94,0,46,8,1,129,227,25,66,11,0,5,25,15,3,28,53,3,2,3,1,2,0.290748898678414,50,0.777379366868149,"Good","AvgPoor",29962,2013,"NL",85,28,85,63,0,0,0,0,0,0,29,6,28,63,0,26,6,1,85,152,18,27,6,1,2,6,3,0,12,44,1,2,1,0,4,0.177631578947368,18,0.516724793912492,"AvgPoor","AvgPoor"
"44",29272,2012,"berryqu01","DET","AL",94,70,94,87,0,0,0,0,0,0,64,22,5,87,4,9,6,1,94,291,44,75,10,6,2,29,21,0,25,80,0,7,6,1,4,0.257731958762887,57,0.684198803614611,"AvgPoor","AvgPoor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",29273,2012,"betanyu01","KCA","AL",57,51,57,53,0,0,0,46,8,1,0,0,0,0,1,5,0,1,57,215,21,49,14,1,7,36,0,1,9,25,0,0,1,3,10,0.227906976744186,27,0.655506607929515,"AvgPoor","AvgPoor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",29274,2012,"betemwi01","BAL","AL",102,95,102,92,0,0,15,0,75,0,5,0,0,5,8,5,0,1,102,341,41,89,19,0,12,40,0,1,31,103,0,1,0,3,8,0.26099706744868,58,0.744095900667623,"AvgPoor","AvgPoor",29966,2013,"AL",6,3,6,1,0,0,1,0,0,0,0,0,0,0,5,2,0,1,6,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0.1,0,0.288888888888889,"AvgPoor","AvgPoor"
"47",29275,2012,"biancje01","MIL","NL",33,15,33,23,0,0,0,4,6,14,0,0,0,0,0,13,0,1,33,69,8,13,2,0,3,9,0,0,4,13,0,0,2,1,1,0.188405797101449,8,0.577555816686251,"AvgPoor","AvgPoor",29967,2013,"NL",100,54,100,78,0,0,0,19,42,20,3,0,0,3,0,23,5,1,100,236,22,56,8,1,1,25,4,4,11,46,0,1,2,2,4,0.23728813559322,46,0.564372881355932,"AvgPoor","AvgPoor"
"48",29276,2012,"bixlebr01","HOU","NL",36,18,36,26,0,0,0,5,4,6,3,0,9,12,0,10,2,1,36,88,11,17,6,0,2,7,3,0,7,36,0,0,1,0,0,0.193181818181818,9,0.582177033492823,"AvgPoor","AvgPoor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",29277,2012,"blackch02","COL","NL",42,24,42,33,0,0,0,0,0,0,15,1,17,33,0,11,2,1,42,113,15,32,8,0,2,9,1,2,4,17,0,3,1,0,4,0.283185840707965,22,0.732079646017699,"Good","AvgPoor",29968,2013,"NL",82,56,82,68,0,0,0,0,0,0,17,25,34,68,0,17,0,1,82,246,35,76,17,2,6,22,7,0,7,49,0,3,2,0,1,0.308943089430894,51,0.803417174796748,"Good","Good"
"50",29278,2012,"blancgr01","SFN","NL",141,90,141,125,0,0,0,0,0,0,53,30,54,125,1,21,7,1,141,393,56,96,14,5,5,34,26,6,51,104,2,2,5,2,0,0.244274809160305,72,0.676100736095965,"AvgPoor","AvgPoor",29969,2013,"NL",141,113,141,136,0,0,0,0,0,0,72,76,1,136,0,20,0,1,141,452,50,120,17,6,3,41,14,9,52,95,4,1,3,3,10,0.265486725663717,94,0.690108703226256,"AvgPoor","AvgPoor"
"51",29279,2012,"blanche01","ARI","NL",21,18,21,21,0,21,0,0,0,0,0,0,0,0,0,2,0,1,21,64,6,12,3,0,1,7,1,0,3,18,0,0,0,0,1,0.1875,8,0.505130597014925,"AvgPoor","AvgPoor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",29280,2012,"blankky01","SDN","NL",4,1,4,2,0,0,1,0,0,0,1,0,0,1,0,3,0,1,4,5,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0.2,1,0.533333333333333,"AvgPoor","AvgPoor",29972,2013,"NL",88,71,88,81,0,0,34,0,0,0,35,0,37,61,2,8,2,1,88,280,31,68,14,0,8,35,1,1,21,85,1,5,0,2,2,0.242857142857143,46,0.683766233766234,"AvgPoor","AvgPoor"
"53",29281,2012,"bloomwi01","ARI","NL",80,73,80,75,0,0,0,1,11,64,1,0,1,2,0,4,1,1,80,324,47,98,21,5,0,23,7,10,12,55,0,0,0,2,5,0.302469135802469,72,0.723591935130397,"Good","AvgPoor",29973,2013,"NL",48,29,48,31,0,0,0,15,0,9,7,0,0,7,0,18,1,1,48,139,16,44,5,1,0,14,0,2,8,11,0,2,0,1,3,0.316546762589928,38,0.726906474820144,"Good","AvgPoor"
